candidate,dataset,family,route,primary,questions,ndcg_at_10,recall_at_10,mrr_at_10,full_qrel_coverage_at_10,p95_ms,double_build_seconds,knowledge_bytes,agent_execution_seconds,native_trial_seconds
stronger-titles,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.5415099985839333,8.385462894999364,52554726,10.861361,56.219237
stronger-titles,astro,adaptive,adaptive,True,40,0.8085569389955969,0.86875,0.9104166666666667,0.725,2741.5644680004334,50.52904565599965,34362290,115.600874,159.900513
stronger-titles,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,139.68900400141138,138.9253100349997,14940327,143.056819,184.034886
stronger-titles,astro,entity-graph,entity,False,40,0.6801418974632101,0.8729166666666666,0.6886011904761904,0.725,1052.8019899975334,88.99273029400138,114816438,250.439784,293.797051
stronger-titles,astro,entity-graph,fusion,True,40,0.6947023065501792,0.8229166666666666,0.7670833333333333,0.65,1079.6799950003333,88.99273029400138,114816438,250.439784,293.797051
stronger-titles,astro,entity-graph,lexical,False,40,0.726198653452655,0.825,0.8204166666666668,0.6,1100.401359002717,88.99273029400138,114816438,250.439784,293.797051
stronger-titles,astro,entity-graph,traversal,False,40,0.32300205166298396,0.5041666666666667,0.303125,0.35,1072.3579690020415,88.99273029400138,114816438,250.439784,293.797051
stronger-titles,enterprise,adaptive,adaptive,True,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,1658.9533369988203,68.56802697499734,8016106,108.079599,152.134109
stronger-titles,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,354.79598700112547,44.47113625199927,74673183,60.933069,105.526057
stronger-titles,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,147.22232799977064,21.18228137099868,32612315,25.61114,70.423808
stronger-titles,enterprise,ensemble,fast,False,40,0.5235778074844945,0.5899801587301587,0.5910416666666667,0.475,1510.4121139993367,281.40684831399994,19997413,390.74938,432.244764
stronger-titles,enterprise,ensemble,quality,True,40,0.5534950398893288,0.5899801587301587,0.6035714285714285,0.475,1497.251338998467,281.40684831399994,19997413,390.74938,432.244764
stronger-titles,enterprise,ensemble,robust,False,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,1358.5493690006842,281.40684831399994,19997413,390.74938,432.244764
stronger-titles,data-science,ensemble,fast,False,40,0.9373767924218106,0.9916666666666666,0.9550000000000001,0.975,9935.373227002856,1329.033651802998,917220099,2284.367115,2332.652587
stronger-titles,data-science,ensemble,quality,True,40,0.9288167295650054,0.9916666666666666,0.9410714285714287,0.975,12324.790922997636,1329.033651802998,917220099,2284.367115,2332.652587
stronger-titles,data-science,ensemble,robust,False,40,0.9191690778762306,0.9916666666666666,0.9322916666666666,0.975,2915.066918998491,1329.033651802998,917220099,2284.367115,2332.652587
stronger-titles,astro,classical,association,False,40,0.8086737130807842,0.86875,0.9104166666666667,0.725,82.6968389992544,50.00124822699945,34361114,65.154931,106.829051
stronger-titles,astro,classical,bm25,False,40,0.7870382675036789,0.8625,0.8791666666666667,0.7,66.6737749997992,50.00124822699945,34361114,65.154931,106.829051
stronger-titles,astro,classical,fusion,True,40,0.8085569389955969,0.86875,0.9104166666666667,0.725,77.05434499803232,50.00124822699945,34361114,65.154931,106.829051
stronger-titles,astro,classical,topic,False,40,0.8086737130807842,0.86875,0.9104166666666667,0.725,77.8226980000909,50.00124822699945,34361114,65.154931,106.829051
stronger-titles,architecture,adaptive,adaptive,True,40,0.8629002689877016,0.9583333333333334,0.905,0.9,2168.826623001223,154.34454572200048,152558593,243.106197,286.464081
